,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,tenure,MonthlyCharges,TotalCharges,Age,Avg Monthly Long Distance Charges,Avg Monthly GB Download,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Satisfaction Score
,30,66.3,1923.5,47,16.48,17,0,0,494.4,2417.9,3
,71,20.9,1493.2,44,14.91,0,0,0,1058.61,2551.81,4
,1,75.35,75.35,32,38.89,9,0,0,38.89,114.24,5
,23,104.45,2184.85,80,45.21,14,0,60,1039.83,3284.68,5
,22,49.45,1031.4,55,0,29,0,0,0,1031.4,3
,49,19.45,921.3,25,45.64,0,0,0,2236.36,3157.66,5
,42,92.15,3875.4,33,17.75,53,0,0,745.5,4620.9,5
,7,19.85,144.15,38,35.26,0,0,0,246.82,390.97,3
,67,100.25,6689,52,3.04,30,0,0,203.68,6892.68,3
,15,95.7,1451.1,24,9.97,47,0,0,149.55,1600.65,5
,67,93.15,6368.2,42,17.4,11,0,90,1165.8,7624,4
,53,69.7,3729.6,61,31.69,16,0,0,1679.57,5409.17,4
,21,19.8,350.1,38,18,0,0,0,378,728.1,3
,40,71.35,2847.2,30,29.14,48,0,0,1165.6,4012.8,4
,22,20.75,452.35,49,45.35,0,0,0,997.7,1450.05,4
,39,40.6,1494.5,25,0,26,0,0,0,1494.5,5
,2,20.35,41.85,35,5.42,0,0,0,10.84,52.69,4
,57,19.75,1272.05,43,12.26,0,0,0,698.82,1970.87,5
,8,54.4,475.1,49,1.56,57,0,0,12.48,487.58,4
,7,20.45,150.75,30,5.84,0,0,0,40.88,191.63,4
,49,66.15,3199,49,17.77,13,0,0,870.73,4069.73,3
,65,89.85,5844.65,47,38.33,7,0,0,2491.45,8336.1,3
,55,45.05,2462.6,48,33.6,5,0,0,1848,4310.6,3
,71,86.85,6263.8,28,10.11,59,0,0,717.81,6981.61,4
,35,96.75,3403.4,62,39.87,23,0,130,1395.45,4928.85,3
,17,106.65,1672.1,29,38.78,59,0,0,659.26,2331.36,3
,72,110.15,7881.2,20,23.7,85,0,0,1706.4,9587.6,3
,28,82.85,2320.8,30,16.13,69,0,0,451.64,2772.44,3
,18,20.1,370.5,59,25.54,0,0,0,459.72,830.22,4
,52,59.45,3043.7,30,9.37,59,0,0,487.24,3530.94,3
,47,58.6,2723.4,53,3.2,18,0,0,150.4,2873.8,4
,23,49.7,1081.25,44,42.26,2,0,150,971.98,2203.23,5
,66,65.85,4097.05,59,26.91,30,0,0,1776.06,5873.11,3
,8,73.5,632.2,22,17.3,41,0,0,138.4,770.6,3
,71,113.65,8166.8,23,4.32,41,0,0,306.72,8473.52,4
,50,83.4,4113.7,65,47.99,22,0,0,2399.5,6513.2,3
,46,65.65,3047.15,23,46.71,41,0,0,2148.66,5195.81,4
,66,61.35,4193.4,25,0,73,0,130,0,4323.4,3
,42,85.9,3729.75,60,20.58,13,0,0,864.36,4594.11,3
,5,75.65,399.45,62,29.75,6,0,0,148.75,548.2,5
,29,70.9,1964.6,25,28.83,47,0,0,836.07,2800.67,4
,27,49.85,1336.15,37,19.32,30,0,0,521.64,1857.79,3
,25,20.1,486.05,25,4.57,0,0,0,114.25,600.3,3
,57,103.05,5925.75,36,31.79,13,0,0,1812.03,7737.78,4
,47,99.7,4747.2,73,2.98,7,0,140,140.06,5027.26,3
,13,81.9,1028.9,47,34.18,19,0,0,444.34,1473.24,3
,71,66.2,4692.55,42,37.03,26,0,0,2629.13,7321.68,3
,1,19.75,19.75,57,37.62,0,0,0,37.62,57.37,3
,2,72.6,154.3,73,15.19,30,0,0,30.38,184.68,3
,55,116.5,6382.55,70,29.3,10,0,0,1611.5,7994.05,4
,71,106.8,7623.2,67,34.8,21,0,0,2470.8,10094,3
,50,24.95,1261.45,33,22.3,0,0,0,1115,2376.45,5
,1,89.25,89.25,49,16.64,2,0,0,16.64,105.89,5
,5,19.25,86.05,32,21.01,0,0,0,105.05,191.1,3
,66,104.55,6779.05,44,16.39,26,0,0,1081.74,7860.79,3
,49,87.2,4345,32,33.07,23,0,0,1620.43,5965.43,3
,3,30.75,82.85,75,0,3,0,0,0,82.85,5
,66,25.7,1714.55,32,42.84,0,0,0,2827.44,4541.99,4
,11,86.2,893.2,31,5.84,10,0,30,64.24,987.44,5
,28,30.1,810.85,29,0,48,0,0,0,810.85,4
,65,99.35,6347.55,31,30.44,20,0,0,1978.6,8326.15,4
,62,19.2,1123.65,45,24.03,0,0,0,1489.86,2613.51,4
,2,20.1,43.15,38,32.86,0,0,0,65.72,108.87,3
,2,20.35,35.1,57,2.46,0,0,0,4.92,40.02,5
,55,25.65,1388,36,1.44,0,0,0,79.2,1467.2,5
,41,94.55,3851.45,65,46.46,2,0,40,1904.86,5796.31,3
,30,94.4,2638.1,64,2.67,27,0,0,80.1,2718.2,5
,17,56.1,946.95,58,36.47,15,0,0,619.99,1566.94,3
,16,68.25,1114.85,32,20.12,30,0,0,321.92,1436.77,3
,72,24.75,1777.6,25,29.29,0,0,0,2108.88,3886.48,5
,9,76.25,684.85,48,34.75,3,0,0,312.75,997.6,5
,1,74.35,74.35,43,24.41,4,0,0,24.41,98.76,4
,23,54.15,1312.45,64,8.4,27,0,40,193.2,1545.65,4
,8,19.45,159.2,28,1.95,0,0,0,15.6,174.8,5
,19,34.95,610.2,23,0,52,0,0,0,610.2,3
,7,53.65,404.35,46,40.42,17,0,0,282.94,687.29,4
,61,104,6363.45,24,45.69,48,0,0,2787.09,9150.54,3
,57,70.35,4124.65,32,48,24,0,0,2736,6860.65,3
,15,64.85,950.75,31,43.69,29,0,0,655.35,1606.1,4
,1,19.65,19.65,42,23.67,0,0,0,23.67,43.32,3
,12,45.9,505.95,39,30.79,4,0,0,369.48,875.43,3
,54,20,1149.65,48,27.3,0,0,0,1474.2,2623.85,3
,4,44.8,169.65,40,25.9,19,0,0,103.6,273.25,5
,20,20.35,393.15,23,27.96,0,0,0,559.2,952.35,3
,26,45.8,1147,51,0,19,0,0,0,1147,4
,53,108.95,5718.2,36,18,20,0,0,954,6672.2,4
,68,64.35,4539.6,38,0,28,0,130,0,4669.6,3
,72,90.8,6397.6,64,20.63,26,0,0,1485.36,7882.96,4
,12,24.95,280.4,61,25.57,0,0,0,306.84,587.24,5
,68,84.7,5711.05,52,7.87,4,0,0,535.16,6246.21,3
,50,70.8,3478.15,25,37.52,71,0,0,1876,5354.15,4
,41,104.4,4133.95,78,6.33,15,0,0,259.53,4393.48,5
,30,101.5,2917.65,79,48.02,24,0,0,1440.6,4358.25,5
,1,54.3,54.3,62,34.02,24,0,10,34.02,98.32,5
,29,103.95,2964.8,69,49.36,19,0,0,1431.44,4396.24,4
,23,91.1,2198.3,20,27.97,51,0,0,643.31,2841.61,4
,60,19.95,1189.9,49,16.59,0,0,0,995.4,2185.3,3
,72,26.45,1914.5,21,22.22,0,0,0,1599.84,3514.34,4
,72,75.1,5336.35,32,15.03,22,0,0,1082.16,6418.51,3
,66,108.1,7238.6,72,3.57,28,0,0,235.62,7474.22,3
,72,110.15,7998.8,54,12.85,24,0,70,925.2,8994,4
,51,111.5,5703.25,19,43.79,82,0,0,2233.29,7936.54,4
,70,106.5,7397,47,5.93,19,0,0,415.1,7812.1,5
,9,19.9,164.6,28,4.02,0,0,0,36.18,200.78,4
,59,111.1,6555.2,40,46.1,57,0,0,2719.9,9275.1,4
,3,70.7,225.65,44,25.04,17,0,0,75.12,300.77,3
,38,24.85,955.75,69,0,30,0,0,0,955.75,3
,37,91.2,3382.3,52,11.73,30,0,0,434.01,3816.31,3
,37,65.6,2313.8,35,38.43,30,0,0,1421.91,3735.71,4
,14,59.45,780.85,29,42.64,69,0,0,596.96,1377.81,3
,72,109.95,7852.4,58,40.78,22,0,0,2936.16,10788.56,4
,72,38.5,2763,25,0,82,0,0,0,2763,4
,17,92.55,1614.7,77,3.83,20,0,0,65.11,1679.81,3
,10,24.5,270.15,51,17.01,0,0,0,170.1,440.25,3
,0,19.7, ,38,46.23,0,0,0,462.3,659.84,5
,1,20.6,20.6,55,1.48,0,0,0,1.48,22.08,3
,29,58,1734.5,42,14.46,25,0,0,419.34,2153.84,3
,65,107.45,7047.5,65,19.58,26,0,0,1272.7,8320.2,4
,8,65.5,573.15,37,8.73,28,0,0,69.84,642.99,3
,61,25.45,1538.6,48,11.53,0,0,0,703.33,2241.93,4
,45,100.15,4459.8,68,6.9,20,0,0,310.5,4770.3,4
,72,104.45,7459,35,17.49,12,0,130,1259.28,8848.28,5
,12,21.15,306.05,50,33.9,0,0,0,406.8,712.85,4
,7,96.2,639.7,22,45.93,48,0,0,321.51,961.21,5
,9,44.4,348.15,19,38.65,26,0,0,347.85,696,4
,58,94.35,5563.65,54,5.01,23,0,0,290.58,5854.23,4
,2,20.3,40.25,37,7.27,0,0,0,14.54,54.79,4
,40,105.75,4228.55,24,22.2,76,0,0,888,5116.55,4
,9,81.15,784.45,43,34.34,6,0,50,309.06,1143.51,4
,41,89.55,3729.75,62,45.22,15,0,0,1854.02,5583.77,3
,26,54.75,1406.9,27,39.84,42,0,0,1035.84,2442.74,4
,33,53.75,1857.3,27,15.45,59,0,0,509.85,2367.15,3
,68,105.75,7322.5,56,8.88,17,0,0,603.84,7926.34,3
,65,105.85,6725.5,65,36.49,9,0,0,2371.85,9097.35,4
,55,64.2,3627.3,47,27.65,26,0,0,1520.75,5148.05,3
,19,87.7,1725.95,49,43.11,2,0,0,819.09,2545.04,3
,45,89.3,4192.15,42,13.82,8,0,0,621.9,4814.05,3
,70,20.15,1411.2,32,26.85,0,0,0,1879.5,3290.7,3
,12,20.05,264.55,60,40.34,0,0,0,484.08,748.63,4
,72,67.2,4671.7,20,0,71,0,0,0,4671.7,3
,12,94.55,1173.55,38,13.88,8,0,0,166.56,1340.11,5
,71,107.5,7713.55,68,30.59,19,0,140,2171.89,10025.44,3
,35,73,2471.25,79,3.04,18,0,0,106.4,2577.65,4
,70,114.75,7842.3,54,39.06,75,0,0,2734.2,10576.5,3
,31,76.05,2227.8,30,38.78,59,0,0,1202.18,3429.98,5
,30,77.9,2351.45,65,2.86,19,0,0,85.8,2437.25,3
,33,90.65,2989.6,26,16.76,85,0,0,553.08,3542.68,4
,54,110.45,6077.75,77,32.56,16,0,0,1758.24,7835.99,4
,59,68.7,4070.95,62,28.32,9,0,150,1670.88,5891.83,3
,55,44.85,2479.05,77,0,30,0,0,0,2479.05,3
,69,29.8,2134.3,69,0,13,0,0,0,2134.3,3
,66,88.9,6000.1,33,31.93,15,0,0,2107.38,8107.48,5
,37,58.75,2203.1,28,35.67,76,0,0,1319.79,3522.89,4
,9,19.85,183.15,79,22.79,0,0,0,205.11,388.26,3
,69,86.9,6194.1,47,26.35,53,0,0,1818.15,8012.25,3
,10,59.65,638.95,36,1.48,25,0,90,14.8,743.75,3
,13,66.4,831.75,50,30.19,17,0,0,392.47,1224.22,5
,69,20.15,1337.5,64,11.47,0,0,0,791.43,2128.93,4
,66,108.1,7181.95,73,6.94,23,0,0,458.04,7639.99,3
,46,56.9,2560.1,52,38.45,15,0,0,1768.7,4328.8,4
,56,109.6,5953,36,13.94,11,0,0,780.64,6733.64,3
,70,25.15,1790.15,28,1.22,0,0,0,85.4,1875.55,3
,33,79.15,2531.4,47,31.59,18,0,20,1042.47,3593.87,5
,72,66.75,4760.3,56,22.62,27,0,0,1628.64,6388.94,3
,19,48.8,953.65,59,4.03,26,0,0,76.57,1030.22,3
,71,80.7,5705.05,48,43.61,27,0,0,3096.31,8801.36,5
,1,20.55,20.55,29,7.32,0,0,0,7.32,27.87,4
,61,115.1,6993.65,58,5.55,7,0,0,338.55,7332.2,4
,71,59.7,4122.65,44,0,19,0,0,0,4122.65,4
,68,86.45,5762.95,48,9.76,15,0,150,663.68,6576.63,5
,46,33.7,1537.85,35,0,18,0,0,0,1537.85,3
,33,80.1,2603.3,29,25.71,48,0,0,848.43,3451.73,4
,53,104.05,5566.4,64,28.36,17,0,0,1503.08,7069.48,3
,50,108.75,5431.9,70,9.18,2,0,0,459,5890.9,3
,57,41.1,2258.25,44,0,24,0,0,0,2258.25,4
,54,20.35,1092.35,48,41.93,0,0,0,2264.22,3356.57,3
,60,105.9,6401.25,71,36.71,25,0,110,2202.6,8713.85,5
,10,65.5,616.9,59,25.89,22,0,0,258.9,875.8,5
,43,40.45,1912.85,41,0,25,0,0,0,1912.85,3
,13,70.45,849.1,78,36.57,26,0,0,475.41,1324.51,5
,43,78.8,3460.3,42,38.53,27,24.9,0,1656.79,5092.19,4
,1,90.1,90.1,20,24.33,59,0,0,24.33,114.43,3
,69,82.45,5555.3,46,25.73,22,15.38,0,1775.37,7315.29,3
,61,20.25,1278.8,64,10.94,0,5.15,0,667.34,1940.99,3
,43,66.25,2907.35,42,26.1,17,6.41,0,1122.3,4023.24,3
,56,89.7,4952.95,43,3.79,14,41.66,0,212.24,5123.53,4
,70,64.55,4504.9,21,0,46,46.06,0,0,4458.84,3
,49,93.65,4520.15,27,36.08,59,33.13,0,1767.92,6254.94,3
,32,73.6,2316.85,26,19.76,59,12.66,0,632.32,2936.51,4
,72,109.75,8075.35,73,35.04,22,0,0,2522.88,10598.23,4
,37,61.45,2302.35,45,49.99,27,48.79,110,1849.63,4213.19,3
,69,106.4,7251.9,59,24.17,5,3.59,0,1667.73,8916.04,4
,26,81.9,2078.55,26,11.23,48,44.86,0,291.98,2325.67,4
,58,105.2,6225.4,61,43.01,30,34.83,0,2494.58,8685.15,4
,24,54.6,1242.25,28,7.52,85,28.42,0,180.48,1394.31,3
,5,20.55,99.45,27,41.21,0,0,0,206.05,305.5,3
,30,19.7,599.25,24,12.85,0,49.79,0,385.5,934.96,3
,55,66.05,3462.1,41,35.38,13,44.53,150,1945.9,5513.47,4
,44,54.05,2375.2,19,0,59,47.45,0,0,2327.75,4
,47,58.9,2813.05,55,26.35,5,0,0,1238.45,4051.5,4
,64,96.9,6314.35,31,19.22,21,13.37,0,1230.08,7531.06,3
,1,19.1,19.1,61,44.22,0,0,0,44.22,63.32,4
,20,50,1003.05,38,49.81,4,2.81,0,996.2,1996.44,3
,37,45.4,1593.1,23,0,27,44.13,0,0,1548.97,4
,30,85.45,2509.95,63,21.72,19,23.13,120,651.6,3258.42,3
,38,84.1,3187.65,57,25.11,13,0,0,954.18,4141.83,3
,52,66.25,3330.1,22,0,52,0,0,0,3330.1,4
,71,76.9,5522.7,20,4.76,52,0,0,337.96,5860.66,3
,66,74.6,4798.4,56,45.57,11,0,0,3007.62,7806.02,3
,72,116.95,8594.4,45,17.87,3,0,0,1286.64,9881.04,3
,25,40.65,970.55,56,0,18,0,0,0,970.55,3
,69,114.35,7665.8,24,37.97,27,0,10,2619.93,10295.73,4
,53,69.7,3686.05,54,27.93,57,0,0,1480.29,5166.34,3
,26,98.65,2537,26,37,76,0,0,962,3499,3
,21,61.65,1393.6,25,39.85,52,0,0,836.85,2230.45,4
,1,89.35,89.35,38,5.36,19,0,0,5.36,94.71,3
,48,95.4,4445.3,28,4.15,46,0,0,199.2,4644.5,3
,26,35.4,978.6,24,0,51,0,0,0,978.6,3
,60,19.95,1258.15,39,30.14,0,0,0,1808.4,3066.55,4
,18,19.25,331.35,50,31.33,0,0,0,563.94,895.29,5
,4,20.4,84.75,52,32.15,0,0,0,128.6,213.35,3
,65,24.75,1715.1,52,36.5,0,0,0,2372.5,4087.6,5
,70,25.35,1715.15,63,10.46,0,0,0,732.2,2447.35,3
,62,20,1250.1,44,24.48,0,0,0,1517.76,2767.86,3
,66,59.75,3996.8,58,8.39,16,0,0,553.74,4550.54,3
,65,82.5,5215.1,23,4.75,69,0,40,308.75,5563.85,3
,34,20.35,673.2,19,36.75,0,0,0,1249.5,1922.7,5
,16,90.8,1442.2,49,48.71,12,0,0,779.36,2221.56,3
,50,104.95,5222.35,75,17.65,29,0,0,882.5,6104.85,5
,71,105.25,7291.75,54,37.69,8,0,0,2675.99,9967.74,5
,18,23.75,424.5,45,12.97,0,0,0,233.46,657.96,4
,4,61.3,249.4,54,37.7,2,0,10,150.8,410.2,3
,58,75.8,4415.75,28,2.87,69,0,0,166.46,4582.21,3
,56,98,5270.6,33,37.5,11,0,0,2100,7370.6,3
,56,52,2884.9,24,0,41,0,0,0,2884.9,3
,4,64.4,253,58,1.1,19,0,0,4.4,257.4,4
,10,45.8,436.2,34,15.45,22,0,0,154.5,590.7,3
,4,30.5,118.4,52,0,22,0,0,0,118.4,4
,51,69.15,3649.6,63,45.76,13,0,110,2333.76,6093.36,4
,6,49.25,255.6,29,0,48,0,0,0,255.6,3
,63,39.35,2395.05,45,0,16,0,0,0,2395.05,5
,48,105.1,5083.55,22,39.25,51,0,0,1884,6967.55,3
,35,20.1,644.5,44,25.52,0,0,0,893.2,1537.7,4
,2,19.75,39.3,58,1.97,0,0,0,3.94,43.24,4
,50,19.75,989.05,63,37.95,0,0,0,1897.5,2886.55,4
,33,70.4,2406.1,43,49.45,19,0,60,1631.85,4097.95,4
,31,20.45,638.55,59,34.57,0,0,0,1071.67,1710.22,3
,9,20.35,191.1,22,30.83,0,0,0,277.47,468.57,3
,54,86.2,4524.05,40,4.33,12,0,0,233.82,4757.87,3
,46,95.65,4664.2,27,30.6,59,0,0,1407.6,6071.8,3
,34,103.8,3470.8,35,4.28,16,0,0,145.52,3616.32,4
,71,97.2,6910.3,28,39.09,69,0,0,2775.39,9685.69,3
,63,63.55,4014.2,62,1.18,27,0,90,74.34,4178.54,3
,51,24.95,1288,56,44.35,0,0,0,2261.85,3549.85,5
,64,99,6375.8,35,35.92,11,0,0,2298.88,8674.68,4
,61,85.55,5251.75,78,46.65,23,0,0,2845.65,8097.4,4
,15,94,1505.45,54,15.28,16,0,0,229.2,1734.65,3
,18,50.3,913.3,40,38.32,20,0,0,689.76,1603.06,3
,57,95,5535.8,35,42.18,22,0,0,2404.26,7940.06,5
,14,61.4,815.55,20,10.74,59,0,20,150.36,985.91,4
,18,80.55,1411.65,67,38.79,14,0,0,698.22,2109.87,5
,72,78.5,5602.25,66,32.37,22,0,0,2330.64,7932.89,3
,70,114.3,8244.3,23,21.68,30,0,0,1517.6,9761.9,4
,38,20.05,741.5,33,41.63,0,0,0,1581.94,2323.44,5
,68,62.65,4375.8,38,36.51,24,0,0,2482.68,6858.48,3
,65,92.7,5968.4,71,27.14,26,0,0,1764.1,7732.5,3
,30,100.45,3096.9,27,34.49,59,0,80,1034.7,4211.6,5
,51,75.2,3901.25,39,9.99,5,0,0,509.49,4410.74,3
,31,84.75,2613.4,30,24.21,48,0,0,750.51,3363.91,3
,72,79.5,5661.7,35,32.59,14,0,0,2346.48,8008.18,3
,37,19.8,695.05,62,30.17,0,0,0,1116.29,1811.34,5
,55,100.9,5552.05,19,42.19,51,0,0,2320.45,7872.5,4
,33,95.3,3275.15,55,10.36,53,0,0,341.88,3617.03,4
,46,90.95,4236.6,23,6.26,48,0,50,287.96,4574.56,5
,1,54.5,54.5,63,33.21,75,0,0,33.21,87.71,3
,19,49.6,962.9,43,7.42,17,0,0,140.98,1103.88,3
,61,25,1498.35,62,32.05,0,0,0,1955.05,3453.4,4
,26,45.45,1233.15,28,29.07,42,0,0,755.82,1988.97,3
,45,107.75,4882.8,50,29.81,27,0,0,1341.45,6224.25,5
,62,89.1,5411.65,23,37.75,73,0,0,2340.5,7752.15,4
,3,44.75,148.05,37,34.89,13,0,10,104.67,262.72,5
,41,101.6,3930.55,21,14.73,82,0,0,603.93,4534.48,3
,67,103.15,6895.5,31,13.26,76,0,0,888.42,7783.92,3
,71,95.65,6856.95,53,5.22,10,0,0,370.62,7227.57,3
,37,75.1,2658.8,32,1.12,23,0,0,41.44,2700.24,3
,60,61.35,3766.2,45,22.22,16,0,0,1333.2,5099.4,3
,6,19.7,129.55,50,31.02,0,0,0,186.12,315.67,5
,11,51,581.7,42,44.84,57,0,60,493.24,1134.94,3
,10,88.85,929.45,45,32.76,51,0,0,327.6,1257.05,4
,34,20.05,679,44,4.42,0,0,0,150.28,829.28,3
,62,65.1,3846.75,45,23.18,18,0,0,1437.16,5283.91,3
,64,70.15,4480.7,24,32.93,26,0,0,2107.52,6588.22,4
,25,20.75,499.4,29,29.38,0,0,0,734.5,1233.9,3
,26,56.05,1553.2,30,35.75,71,0,0,929.5,2482.7,4
,10,19.95,219.5,22,7.86,0,0,0,78.6,298.1,5
,53,98.6,5311.85,52,29.39,12,0,0,1557.67,6869.52,3
,33,79,2576.8,59,17.63,19,0,0,581.79,3158.59,3
,71,89.45,6435.25,74,16.26,27,0,0,1154.46,7589.71,4
,29,74.2,1993.25,25,16.38,82,0,0,475.02,2468.27,5
,24,81,1923.85,51,45.68,26,0,0,1096.32,3020.17,3
,20,49.6,939.8,63,13.18,10,0,0,263.6,1203.4,3
,1,84.6,84.6,44,7.34,11,0,0,7.34,91.94,3
,72,84.2,5986.55,45,37.84,53,0,0,2724.48,8711.03,3
,52,106.3,5487,26,49.82,51,0,0,2590.64,8077.64,3
,9,69.05,651.5,63,29.87,5,0,0,268.83,920.33,3
,1,45.4,45.4,38,49.33,21,0,0,49.33,94.73,3
,69,99.35,6856.45,55,8.46,21,0,0,583.74,7440.19,4
,1,50.75,50.75,37,45.77,20,0,0,45.77,96.52,3
,54,87.1,4735.2,60,18.54,26,0,80,1001.16,5816.36,3
,33,20.15,682.15,51,21.16,0,0,0,698.28,1380.43,3
,45,98.7,4525.8,71,2.38,20,0,0,107.1,4632.9,3
,11,25.2,321.05,49,0,19,0,0,0,321.05,3
,6,55.7,335.65,22,3.16,41,0,0,18.96,354.61,3
,21,65.35,1424.4,28,16.16,42,0,0,339.36,1763.76,3
,65,25.3,1748.55,25,34.03,0,0,0,2211.95,3960.5,4
,43,24.25,1077.95,60,2.81,0,0,0,120.83,1198.78,4
,60,60.5,3694.45,37,43.24,28,0,0,2594.4,6288.85,3
,17,25.1,382.8,48,0,11,0,0,0,382.8,4
,35,20.05,746.75,24,41.02,0,0,0,1435.7,2182.45,3
,12,30.25,368.85,48,0,22,0,0,0,368.85,4
,1,20.2,20.2,63,13.08,0,0,0,13.08,33.28,5
,28,59.9,1654.7,57,11.32,11,0,0,316.96,1971.66,3
,70,25.15,1940.85,61,9.03,0,0,0,632.1,2572.95,4
,18,101.3,1794.65,61,7.56,20,0,0,136.08,1930.73,3
,70,76.95,5289.8,46,18.26,18,0,0,1278.2,6568,3
,9,55.3,501.2,51,23.36,22,0,0,210.24,711.44,5
,67,92.45,6140.85,69,2.57,21,0,0,172.19,6313.04,4
,1,48.45,48.45,63,16.42,21,0,0,16.42,64.87,3
,18,19.35,309.25,20,20,0,0,0,360,669.25,5
,71,86.7,6179.35,76,30.16,19,0,0,2141.36,8320.71,3
,1,55.7,55.7,61,17.68,9,0,0,17.68,73.38,4
,55,84.25,4589.85,19,44.85,48,0,0,2466.75,7056.6,4
,59,64.65,3735.45,60,16.8,18,0,0,991.2,4726.65,3
,7,69.2,477.55,19,41.22,73,0,0,288.54,766.09,3
,45,54.65,2553.7,21,45.21,59,0,0,2034.45,4588.15,3
,54,24.75,1342.15,40,28.87,0,0,0,1558.98,2901.13,3
,51,23.95,1216.35,40,42.55,0,0,0,2170.05,3386.4,5
,72,105,7578.05,78,27.79,10,0,0,2000.88,9578.93,5
,44,59.85,2603.95,39,17.61,24,0,0,774.84,3378.79,3
,2,20.05,42.7,19,40.28,0,0,0,80.56,123.26,5
,66,92.15,6056.9,49,19.68,28,0,0,1298.88,7355.78,4
,68,44.8,2983.65,39,0,19,0,0,0,2983.65,3
,31,20.9,689.35,52,26.16,0,0,0,810.96,1500.31,5
,21,95.4,2025.1,77,37.4,16,0,0,785.4,2810.5,4
,21,80.35,1747.2,61,13.39,24,0,0,281.19,2028.39,3
,55,85.1,4657.95,37,8.39,52,0,0,461.45,5119.4,3
,71,115.05,8016.6,72,46.82,18,0,0,3324.22,11340.82,4
,22,19.95,433.5,37,37.4,0,0,0,822.8,1256.3,3
,67,86.15,5883.85,41,3.2,23,0,0,214.4,6098.25,5
,14,78.85,1043.8,76,48.01,2,0,50,672.14,1765.94,3
,21,86.55,1857.25,71,22.3,9,0,0,468.3,2325.55,5
,4,42.4,146.4,50,0,23,0,0,0,146.4,4
,70,24.25,1724.15,36,28.54,0,0,0,1997.8,3721.95,4
,21,20.5,429.55,79,23.23,0,0,0,487.83,917.38,4
,20,19.6,356.15,46,29.12,0,0,0,582.4,938.55,4
,22,20.25,488.25,50,37.7,0,0,0,829.4,1317.65,3
,63,20.6,1298.7,25,16.57,0,0,0,1043.91,2342.61,5
,70,19.8,1378.75,38,48.44,0,0,0,3390.8,4769.55,4
,5,80.2,384.25,25,48.86,59,0,0,244.3,628.55,3
,72,116.4,8543.25,61,28.86,20,0,0,2077.92,10621.17,3
,13,31.65,389.95,27,0,27,0,0,0,389.95,3
,61,94.15,5731.85,63,17.73,2,0,0,1081.53,6813.38,3
,1,20.65,20.65,50,1.47,0,0,0,1.47,22.12,5
,56,76.85,4275.75,72,27.56,29,0,120,1543.36,5939.11,3
,4,20.15,84.5,35,32.54,0,0,0,130.16,214.66,4
,35,55.25,1924.1,64,20.39,21,0,0,713.65,2637.75,3
,72,82.15,5784.3,62,22.01,5,0,0,1584.72,7369.02,5
,49,103,5166.2,77,36.47,21,0,0,1787.03,6953.23,4
,44,95.1,4060.55,46,32.72,6,0,0,1439.68,5500.23,3
,37,95.15,3532.85,40,41.03,15,0,0,1518.11,5050.96,3
,61,79.8,4914.8,36,27.88,5,0,70,1700.68,6685.48,5
,70,74.8,5315.8,34,8.28,5,0,0,579.6,5895.4,3
,41,20.45,775.6,52,15.48,0,0,0,634.68,1410.28,5
,70,78.35,5445.95,25,35.9,59,0,0,2513,7958.95,4
,51,19.1,1007.8,34,29.33,0,0,0,1495.83,2503.63,4
,42,20,833.55,63,3.14,0,0,0,131.88,965.43,3
,48,19.95,1004.5,43,11.02,0,0,0,528.96,1533.46,5
,48,24,1183.05,54,30.82,0,0,0,1479.36,2662.41,3
,27,19.15,501.35,36,20.18,0,0,0,544.86,1046.21,5
,46,91.3,4126.35,65,11.93,26,0,0,548.78,4675.13,4
,25,19.15,477.6,49,19.09,0,0,0,477.25,954.85,4
,13,19.75,265.75,56,10.11,0,0,0,131.43,397.18,5
,31,75.5,2424.45,41,27.37,15,0,0,848.47,3272.92,3
,23,83.75,1849.95,30,34.91,30,0,0,802.93,2652.88,4
,2,19.4,61.05,58,6.65,0,0,0,13.3,74.35,5
,65,26.5,1698.55,42,33.71,0,0,0,2191.15,3889.7,3
,55,19.15,998.1,31,27.7,0,0,0,1523.5,2521.6,3
,35,40.9,1383.6,36,0,30,0,0,0,1383.6,3
,6,80.25,493.4,50,22.95,10,0,0,137.7,631.1,5
,17,70.8,1207,26,35.88,52,0,0,609.96,1816.96,5
,10,60.2,563.5,50,19.77,12,0,0,197.7,761.2,4
,15,55.2,864.55,62,1.63,11,0,80,24.45,969,4
,13,54.15,701.05,51,19.63,12,0,0,255.19,956.24,3
,58,100.4,5749.8,72,47.34,28,0,0,2745.72,8495.52,5
,45,62.55,2796.45,48,8.4,8,0,0,378,3174.45,3
,72,70.45,5165.7,52,6.85,19,0,0,493.2,5658.9,3
,68,85.5,5696.6,27,29.67,85,0,0,2017.56,7714.16,3
,38,54.5,2076.05,30,46.27,30,0,0,1758.26,3834.31,3
,2,20.75,44.2,35,27.67,0,0,0,55.34,99.54,3
,11,20.35,215.25,43,47.88,0,0,0,526.68,741.93,5
,20,91,1859.5,65,38.85,2,0,0,777,2636.5,5
,72,104.8,7470.1,58,40.49,15,0,0,2915.28,10385.38,4
